userId,movieId,rating,movie_idx
926,912,5.0,101
926,919,5.0,113
926,923,4.5,191
926,924,4.0,90
926,1036,3.0,62
926,1073,4.0,71
926,1079,4.0,164
926,1080,3.0,150
926,1089,4.0,76
926,1097,4.5,47
926,1136,4.5,44
926,1193,4.0,63
926,1196,4.0,17
926,1197,4.0,48
926,1198,5.0,21
926,1200,4.0,79
926,1206,4.0,93
926,1208,4.5,121
926,1210,4.0,15
926,1213,4.0,83
926,1214,4.0,59
926,1219,5.0,165
926,1220,3.0,162
926,1221,4.5,78
926,1222,3.0,131
926,1225,4.0,151
926,1240,4.0,43
926,1246,1.5,152
926,1258,4.5,114
926,1259,4.0,145
926,1265,4.5,53
926,1270,4.0,27
926,1291,4.0,58
926,1307,2.0,132
926,1387,5.0,126
926,1393,3.0,124
926,1517,3.0,128
926,1573,2.0,183
926,1580,1.5,36
926,1584,3.5,161
926,1610,4.5,138
926,1617,4.0,82
926,1653,3.5,182
926,1682,3.0,100
926,1704,4.0,72
926,1721,4.0,51
926,1732,3.0,147
926,1784,2.0,135
926,1923,4.0,97
926,1961,4.0,96
926,1968,3.5,140
926,2000,4.0,193
926,2011,3.0,169
926,2012,3.0,163
926,2028,4.0,35
926,2115,4.0,139
926,2174,2.0,159
926,2291,3.5,137
926,2324,4.0,187
926,2355,3.0,154
926,2396,4.0,98
926,2502,4.0,157
926,2571,3.0,8
926,2628,3.5,64
926,2700,4.0,198
926,2706,1.0,118
926,2710,3.5,173
926,2716,3.0,67
926,2762,3.0,30
926,2791,4.5,175
926,2797,4.5,166
926,2858,3.5,18
926,2916,4.0,146
926,2918,4.0,116
926,2959,4.0,29
926,2987,4.0,134
926,2997,4.5,80
926,3114,4.0,122
926,3578,4.0,45
926,3897,4.0,184
926,3996,3.5,91
926,4022,3.0,174
926,4027,4.0,168
926,4226,4.5,61
926,4306,4.0,54
926,4878,4.0,178
926,4896,3.0,199
926,4963,3.0,105
926,4973,4.0,102
926,4993,4.0,33
926,4995,4.0,130
926,5349,3.0,115
926,5418,3.5,158
926,5445,4.0,108
926,5952,4.0,40
926,5989,3.0,188
926,6377,3.5,112
926,7153,4.0,56
926,7361,4.0,123
926,7438,2.0,180
926,8961,4.5,160
926,58559,3.5,155
901,1,5.0,10
901,6,5.0,104
901,10,4.0,68
901,11,4.0,186
901,19,3.0,143
901,32,3.0,19
901,34,4.0,50
901,36,3.0,144
901,47,4.0,23
901,50,4.5,14
901,62,3.5,170
901,95,3.0,127
901,110,3.5,6
901,141,4.0,129
901,150,4.0,12
901,161,1.0,109
901,165,3.5,41
901,208,4.0,73
901,253,3.0,77
901,260,5.0,5
901,292,4.0,86
901,293,4.0,87
901,296,5.0,0
901,316,4.0,55
901,318,5.0,2
901,344,3.0,32
901,349,4.0,65
901,356,4.5,1
901,367,4.0,39
901,377,4.0,26
901,380,3.0,24
901,434,4.0,92
901,440,4.0,172
901,442,3.0,185
901,454,3.0,88
901,457,4.0,11
901,474,3.5,176
901,480,4.0,4
901,500,4.0,38
901,508,4.0,167
901,527,5.0,9
901,539,4.0,69
901,541,5.0,60
901,551,3.5,153
901,586,4.5,70
901,587,4.0,66
901,588,4.0,25
901,589,5.0,7
901,590,3.5,20
901,592,4.0,16
901,593,5.0,3
901,594,5.0,192
901,595,3.0,37
901,597,4.0,42
901,608,4.5,22
901,648,0.5,34
901,733,4.0,57
901,736,4.0,49
901,750,5.0,119
901,778,4.0,111
901,780,3.0,13
901,788,3.0,177
901,858,4.5,28
901,912,5.0,101
901,919,4.5,113
901,923,2.5,191
901,924,4.5,90
901,1036,5.0,62
901,1089,3.5,76
901,1097,4.0,47
901,1101,4.0,156
901,1127,4.5,195
901,1196,4.0,17
901,1197,4.0,48
901,1198,4.0,21
901,1200,5.0,79
901,1206,3.0,93
901,1208,4.0,121
901,1210,5.0,15
901,1214,4.5,59
901,1221,4.5,78
901,1222,4.0,131
901,1225,4.0,151
901,1240,5.0,43
901,1246,4.0,152
901,1258,4.5,114
901,1259,3.5,145
901,1265,3.5,53
901,1270,3.5,27
901,1291,4.5,58
901,1307,4.0,132
901,1356,4.0,171
901,1387,4.5,126
901,1393,3.5,124
901,1527,3.0,75
901,1573,3.5,183
901,1580,2.0,36
901,1584,5.0,161
901,1610,5.0,138
901,1617,4.0,82
901,1653,5.0,182
901,1682,3.0,100
901,1704,4.5,72
901,1732,4.5,147
901,1784,4.0,135
901,1917,3.0,141
901,1923,4.0,97
901,1961,4.0,96
901,1968,3.5,140
901,2000,4.0,193
901,2011,3.5,169
901,2028,5.0,35
901,2115,3.0,139
901,2174,4.0,159
901,2324,4.0,187
901,2329,5.0,117
901,2355,3.5,154
901,2502,4.0,157
901,2571,3.0,8
901,2628,0.5,64
901,2706,4.0,118
901,2716,4.0,67
901,2762,5.0,30
901,2797,4.5,166
901,2858,4.0,18
901,2916,3.0,146
901,2918,4.5,116
901,2959,3.5,29
901,2987,4.0,134
901,2997,4.5,80
901,3114,4.0,122
901,3147,4.0,142
901,3578,4.0,45
901,3793,4.5,81
901,3996,3.5,91
901,4011,4.0,194
901,4022,4.5,174
901,4027,4.5,168
901,4226,5.0,61
901,4306,4.0,54
901,4878,3.0,178
901,4886,4.0,107
901,4973,5.0,102
901,4993,5.0,33
901,4995,4.5,130
901,5349,4.0,115
901,5418,5.0,158
901,5445,3.0,108
901,5952,4.0,40
901,6377,3.0,112
901,6539,2.5,89
901,6874,4.5,133
901,7153,5.0,56
901,7361,4.0,123
901,7438,4.0,180
901,8961,3.5,160
901,33794,4.5,179
901,58559,4.0,155
849,1,5.0,10
849,2,3.5,125
849,11,3.5,186
849,16,4.0,197
849,19,2.5,143
849,21,4.0,103
849,32,4.5,19
849,34,3.5,50
849,36,4.0,144
849,39,3.5,85
849,47,5.0,23
849,50,5.0,14
849,95,3.0,127
849,104,4.0,189
849,141,3.0,129
849,150,5.0,12
849,153,3.0,46
849,161,4.5,109
849,165,4.0,41
849,185,3.0,95
849,223,4.5,106
849,231,4.5,52
849,253,3.5,77
849,288,3.0,110
849,292,4.0,86
849,293,4.0,87
849,296,5.0,0
849,300,5.0,149
849,318,4.0,2
849,329,3.5,84
849,344,5.0,32
849,349,5.0,65
849,356,5.0,1
849,364,3.0,31
849,367,4.5,39
849,377,5.0,26
849,380,4.0,24
849,410,3.0,181
849,440,3.5,172
849,442,4.0,185
849,454,4.0,88
849,457,4.0,11
849,474,3.0,176
849,480,5.0,4
849,500,4.5,38
849,508,5.0,167
849,541,2.0,60
849,586,4.5,70
849,589,3.5,7
849,592,4.5,16
849,593,4.5,3
849,597,4.0,42
849,608,2.0,22
849,648,4.0,34
849,733,5.0,57
849,736,4.5,49
849,750,2.0,119
849,780,5.0,13
849,788,3.0,177
849,919,3.5,113
849,1036,5.0,62
849,1073,4.0,71
849,1089,4.0,76
849,1097,4.0,47
849,1101,3.5,156
849,1193,4.5,63
849,1197,2.0,48
849,1198,4.0,21
849,1222,4.5,131
849,1240,4.0,43
849,1246,4.0,152
849,1258,3.5,114
849,1259,4.0,145
849,1265,5.0,53
849,1270,5.0,27
849,1291,4.0,58
849,1387,3.5,126
849,1393,3.5,124
849,1573,4.0,183
849,1580,4.0,36
849,1584,5.0,161
849,1610,4.0,138
849,1617,5.0,82
849,1682,3.0,100
849,1704,4.0,72
849,1732,4.5,147
849,1784,4.0,135
849,1923,3.5,97
849,1961,5.0,96
849,2000,4.5,193
849,2011,5.0,169
849,2012,4.0,163
849,2028,4.5,35
849,2115,4.5,139
849,2174,3.5,159
849,2291,2.5,137
849,2329,3.5,117
849,2502,3.5,157
849,2571,4.0,8
849,2700,5.0,198
849,2706,4.0,118
849,2716,3.5,67
849,2762,3.0,30
849,2791,5.0,175
849,2797,3.5,166
849,2858,4.5,18
849,2916,4.0,146
849,2918,4.0,116
849,2959,4.5,29
849,2987,4.0,134
849,3114,4.0,122
849,3147,5.0,142
849,3793,4.0,81
849,4011,3.5,194
849,4022,3.0,174
849,4027,3.0,168
849,4226,5.0,61
849,4306,4.0,54
849,4878,5.0,178
849,4886,4.0,107
849,4993,3.0,33
849,4995,5.0,130
849,5349,5.0,115
849,5418,3.5,158
849,5445,4.0,108
849,5952,4.0,40
849,5989,4.0,188
849,6377,4.0,112
849,6539,5.0,89
849,6874,4.0,133
849,7153,3.5,56
849,7361,5.0,123
849,8961,3.5,160
849,33794,5.0,179
849,58559,4.0,155
661,1,2.5,10
661,2,3.0,125
661,6,4.5,104
661,10,4.0,68
661,11,2.5,186
661,16,4.5,197
661,19,3.0,143
661,25,3.5,136
661,32,4.0,19
661,34,2.5,50
661,39,3.0,85
661,47,4.5,23
661,50,4.5,14
661,95,2.0,127
661,104,3.5,189
661,110,4.5,6
661,111,4.5,99
661,141,2.5,129
661,150,3.0,12
661,153,1.5,46
661,165,4.5,41
661,185,2.5,95
661,208,3.0,73
661,223,4.0,106
661,231,2.0,52
661,253,3.5,77
661,260,3.5,5
661,288,3.5,110
661,292,2.5,86
661,293,4.5,87
661,296,5.0,0
661,300,3.0,149
661,316,3.5,55
661,318,5.0,2
661,329,3.5,84
661,337,2.5,190
661,344,2.5,32
661,356,3.5,1
661,357,3.0,74
661,364,2.5,31
661,367,3.0,39
661,377,4.0,26
661,380,3.5,24
661,434,3.0,92
661,440,2.5,172
661,442,3.0,185
661,457,3.0,11
661,480,3.0,4
661,500,3.0,38
661,508,3.0,167
661,527,5.0,9
661,539,2.0,69
661,541,3.5,60
661,586,2.5,70
661,587,2.0,66
661,588,3.0,25
661,589,5.0,7
661,592,3.0,16
661,593,3.5,3
661,597,3.0,42
661,608,4.5,22
661,648,3.5,34
661,733,4.0,57
661,736,3.0,49
661,750,4.5,119
661,778,3.5,111
661,780,3.5,13
661,788,3.0,177
661,858,5.0,28
661,912,4.5,101
661,919,3.0,113
661,923,4.0,191
661,924,5.0,90
661,1036,4.5,62
661,1073,3.5,71
661,1079,4.0,164
661,1080,4.5,150
661,1089,5.0,76
661,1097,2.5,47
661,1101,3.0,156
661,1127,3.0,195
661,1136,5.0,44
661,1193,4.5,63
661,1196,3.5,17
661,1198,4.0,21
661,1200,3.5,79
661,1206,5.0,93
661,1208,3.5,121
661,1210,3.5,15
661,1213,4.0,83
661,1214,4.5,59
661,1219,4.5,165
661,1220,4.0,162
661,1221,5.0,78
661,1222,5.0,131
661,1225,4.0,151
661,1240,5.0,43
661,1246,4.0,152
661,1258,4.0,114
661,1265,4.0,53
661,1270,4.5,27
661,1291,4.0,58
661,1356,3.5,171
661,1387,3.5,126
661,1393,2.5,124
661,1517,3.0,128
661,1527,4.0,75
661,1573,3.5,183
661,1580,3.5,36
661,1584,3.0,161
661,1610,3.0,138
661,1617,3.5,82
661,1653,3.0,182
661,1682,3.5,100
661,1704,3.0,72
661,1721,2.5,51
661,1732,4.0,147
661,1784,3.0,135
661,1917,2.5,141
661,1923,4.0,97
661,1961,4.0,96
661,1968,3.0,140
661,2000,3.5,193
661,2011,4.0,169
661,2012,3.5,163
661,2028,5.0,35
661,2115,3.0,139
661,2174,2.0,159
661,2291,4.0,137
661,2329,4.0,117
661,2355,3.0,154
661,2502,4.5,157
661,2571,4.5,8
661,2628,3.0,64
661,2683,3.0,94
661,2700,3.5,198
661,2706,3.5,118
661,2710,2.0,173
661,2716,4.0,67
661,2762,3.5,30
661,2791,3.5,175
661,2797,3.0,166
661,2858,3.5,18
661,2916,4.0,146
661,2918,4.0,116
661,2959,5.0,29
661,2987,3.0,134
661,2997,4.0,80
661,3114,2.0,122
661,3147,4.5,142
661,3578,3.0,45
661,3793,4.0,81
661,3897,3.0,184
661,3996,2.5,91
661,4011,5.0,194
661,4022,4.0,174
661,4027,2.5,168
661,4226,4.0,61
661,4306,3.0,54
661,4878,5.0,178
661,4886,3.0,107
661,4963,3.5,105
661,4993,3.5,33
661,4995,3.5,130
661,5349,4.0,115
661,5418,4.5,158
661,5445,3.0,108
661,5952,3.0,40
661,5989,3.5,188
661,6539,4.0,89
661,6874,5.0,133
661,7153,4.0,56
661,7361,3.5,123
661,7438,5.0,180
661,8961,3.5,160
661,33794,4.5,179
661,58559,5.0,155
176,1,5.0,10
176,2,3.0,125
176,6,3.5,104
176,10,4.0,68
176,16,4.0,197
176,17,4.5,148
176,19,0.5,143
176,21,3.5,103
176,25,4.5,136
176,32,5.0,19
176,34,1.0,50
176,39,0.5,85
176,47,5.0,23
176,50,5.0,14
176,95,0.5,127
176,104,0.5,189
176,110,4.5,6
176,111,5.0,99
176,141,3.0,129
176,150,5.0,12
176,153,4.0,46
176,161,5.0,109
176,185,2.0,95
176,208,3.5,73
176,223,1.0,106
176,231,0.5,52
176,253,3.0,77
176,260,5.0,5
176,288,4.5,110
176,292,1.5,86
176,293,5.0,87
176,296,5.0,0
176,300,5.0,149
176,316,2.5,55
176,318,5.0,2
176,329,1.0,84
176,337,4.0,190
176,339,2.5,120
176,344,1.0,32
176,349,2.5,65
176,356,5.0,1
176,357,5.0,74
176,364,4.5,31
176,367,4.5,39
176,377,2.5,26
176,380,1.0,24
176,410,3.0,181
176,434,1.0,92
176,440,3.0,172
176,442,0.5,185
176,454,3.0,88
176,457,4.0,11
176,474,4.0,176
176,480,2.0,4
176,500,4.5,38
176,508,4.5,167
176,527,5.0,9
176,539,5.0,69
176,541,5.0,60
176,551,4.5,153
176,586,2.5,70
176,587,4.0,66
176,588,4.0,25
176,589,3.5,7
176,590,3.0,20
176,592,5.0,16
176,593,5.0,3
176,594,3.0,192
176,595,3.5,37
176,597,2.5,42
176,608,5.0,22
176,648,3.0,34
176,733,4.5,57
176,736,0.5,49
176,750,5.0,119
176,778,5.0,111
176,780,0.5,13
176,788,3.0,177
176,858,5.0,28
176,904,5.0,196
176,912,5.0,101
176,919,4.0,113
176,923,4.5,191
176,924,5.0,90
176,1036,4.5,62
176,1073,4.0,71
176,1079,5.0,164
176,1080,4.5,150
176,1089,5.0,76
176,1097,1.0,47
176,1101,4.0,156
176,1127,2.0,195
176,1136,5.0,44
176,1193,5.0,63
176,1196,4.5,17
176,1197,5.0,48
176,1198,4.5,21
176,1200,4.5,79
176,1206,5.0,93
176,1208,5.0,121
176,1210,4.0,15
176,1213,5.0,83
176,1214,4.5,59
176,1219,4.5,165
176,1220,2.0,162
176,1221,4.5,78
176,1222,4.5,131
176,1225,5.0,151
176,1240,4.5,43
176,1246,5.0,152
176,1258,5.0,114
176,1259,4.5,145
176,1265,5.0,53
176,1270,2.5,27
176,1291,5.0,58
176,1307,5.0,132
176,1356,4.0,171
176,1387,0.5,126
176,1393,0.5,124
176,1517,3.0,128
176,1527,4.0,75
176,1573,1.0,183
176,1580,4.5,36
176,1584,1.5,161
176,1610,5.0,138
176,1617,5.0,82
176,1653,5.0,182
176,1682,5.0,100
176,1704,4.5,72
176,1721,0.5,51
176,1732,5.0,147
176,1784,5.0,135
176,1917,3.0,141
176,1923,4.5,97
176,1961,5.0,96
176,1968,4.5,140
176,2000,4.5,193
176,2011,0.5,169
176,2012,0.5,163
176,2028,5.0,35
176,2115,4.5,139
176,2174,4.5,159
176,2291,5.0,137
176,2324,5.0,187
176,2329,5.0,117
176,2355,4.5,154
176,2396,4.0,98
176,2571,4.5,8
176,2628,0.5,64
176,2683,3.0,94
176,2700,0.5,198
176,2706,4.0,118
176,2710,5.0,173
176,2716,4.5,67
176,2762,4.5,30
176,2791,4.0,175
176,2797,4.5,166
176,2858,5.0,18
176,2916,4.5,146
176,2918,5.0,116
176,2959,5.0,29
176,2987,5.0,134
176,2997,4.5,80
176,3114,4.5,122
176,3147,5.0,142
176,3578,3.0,45
176,3793,3.5,81
176,3897,3.5,184
176,3996,4.5,91
176,4011,5.0,194
176,4022,5.0,174
176,4027,4.5,168
176,4226,4.5,61
176,4306,5.0,54
176,4886,4.5,107
176,4963,4.5,105
176,4973,5.0,102
176,4993,5.0,33
176,4995,5.0,130
176,5349,2.0,115
176,5418,3.0,158
176,5445,3.5,108
176,5952,5.0,40
176,5989,5.0,188
176,6377,4.0,112
176,6539,4.5,89
176,6874,4.0,133
176,7153,5.0,56
176,7361,5.0,123
176,7438,3.5,180
176,8961,4.5,160
176,33794,4.5,179
348,2,3.0,125
348,6,4.0,104
348,10,4.0,68
348,16,3.0,197
348,21,3.0,103
348,32,5.0,19
348,39,3.0,85
348,47,5.0,23
348,50,4.0,14
348,95,3.0,127
348,110,4.0,6
348,111,3.5,99
348,150,3.0,12
348,153,3.5,46
348,161,3.0,109
348,165,4.0,41
348,208,3.5,73
348,231,3.0,52
348,253,4.0,77
348,260,4.5,5
348,288,4.0,110
348,293,4.0,87
348,296,5.0,0
348,316,4.0,55
348,318,4.5,2
348,329,4.0,84
348,344,1.5,32
348,349,3.0,65
348,356,4.0,1
348,367,4.0,39
348,377,4.0,26
348,380,4.0,24
348,434,3.0,92
348,440,4.0,172
348,442,4.0,185
348,454,3.5,88
348,457,4.0,11
348,474,3.5,176
348,480,3.0,4
348,500,2.0,38
348,539,3.0,69
348,541,5.0,60
348,586,2.0,70
348,588,3.0,25
348,589,4.0,7
348,592,4.0,16
348,593,5.0,3
348,594,3.0,192
348,597,3.0,42
348,608,4.0,22
348,648,3.0,34
348,733,4.5,57
348,736,2.5,49
348,750,4.0,119
348,778,4.0,111
348,780,3.0,13
348,788,2.0,177
348,858,5.0,28
348,904,3.5,196
348,924,4.0,90
348,1036,5.0,62
348,1079,5.0,164
348,1089,4.0,76
348,1097,3.0,47
348,1101,4.0,156
348,1127,3.5,195
348,1136,4.0,44
348,1193,4.5,63
348,1196,5.0,17
348,1197,3.5,48
348,1198,4.5,21
348,1200,5.0,79
348,1206,4.5,93
348,1208,5.0,121
348,1210,4.0,15
348,1213,3.5,83
348,1214,5.0,59
348,1219,4.0,165
348,1220,4.0,162
348,1221,5.0,78
348,1222,4.0,131
348,1240,4.5,43
348,1246,3.0,152
348,1258,4.5,114
348,1259,4.0,145
348,1265,4.0,53
348,1270,4.0,27
348,1291,4.0,58
348,1356,4.0,171
348,1387,3.5,126
348,1393,3.0,124
348,1517,3.0,128
348,1527,5.0,75
348,1573,3.0,183
348,1580,4.0,36
348,1584,3.0,161
348,1610,3.0,138
348,1617,3.0,82
348,1653,3.0,182
348,1682,3.0,100
348,1704,4.0,72
348,1721,3.0,51
348,1732,3.5,147
348,1917,2.5,141
348,1923,3.0,97
348,1961,3.0,96
348,2000,4.0,193
348,2011,3.0,169
348,2012,3.5,163
348,2028,4.0,35
348,2115,3.0,139
348,2174,3.5,159
348,2291,4.0,137
348,2329,3.0,117
348,2502,4.0,157
348,2571,4.0,8
348,2628,3.5,64
348,2683,3.0,94
348,2700,3.5,198
348,2706,3.0,118
348,2710,3.0,173
348,2716,4.0,67
348,2762,4.0,30
348,2791,3.0,175
348,2797,2.0,166
348,2858,3.5,18
348,2916,4.5,146
348,2918,3.0,116
348,2959,4.5,29
348,2987,4.0,134
348,2997,3.5,80
348,3147,3.0,142
348,3578,4.0,45
348,3793,4.0,81
348,3996,3.0,91
348,4011,4.5,194
348,4022,3.0,174
348,4226,4.0,61
348,4306,4.0,54
348,4878,4.0,178
348,4896,3.5,199
348,4963,4.0,105
348,4973,3.5,102
348,4993,5.0,33
348,4995,4.0,130
348,5349,2.0,115
348,5418,3.5,158
348,5445,4.0,108
348,5952,4.5,40
348,5989,3.5,188
348,6539,4.5,89
348,6874,3.5,133
348,7153,5.0,56
348,7438,3.5,180
348,33794,4.0,179
348,58559,3.5,155
268,1,4.5,10
268,2,2.0,125
268,6,3.5,104
268,10,4.5,68
268,11,4.0,186
268,16,4.0,197
268,17,4.0,148
268,19,1.5,143
268,21,2.5,103
268,25,4.0,136
268,32,4.0,19
268,34,4.0,50
268,36,3.5,144
268,39,3.5,85
268,47,4.5,23
268,50,4.0,14
268,62,2.5,170
268,95,1.0,127
268,104,4.0,189
268,110,5.0,6
268,111,5.0,99
268,141,4.5,129
268,150,4.0,12
268,153,3.5,46
268,161,3.5,109
268,165,4.5,41
268,185,0.5,95
268,208,2.5,73
268,223,4.5,106
268,231,1.5,52
268,253,3.5,77
268,260,5.0,5
268,288,4.0,110
268,292,3.0,86
268,293,5.0,87
268,296,5.0,0
268,300,5.0,149
268,316,2.5,55
268,318,4.0,2
268,329,3.5,84
268,337,4.5,190
268,339,1.0,120
268,344,2.5,32
268,349,3.5,65
268,356,4.0,1
268,357,4.0,74
268,364,4.0,31
268,367,3.0,39
268,377,3.5,26
268,380,3.5,24
268,410,3.5,181
268,434,3.0,92
268,440,4.0,172
268,442,3.0,185
268,454,4.0,88
268,457,4.0,11
268,474,4.5,176
268,480,4.5,4
268,500,3.0,38
268,508,2.0,167
268,527,5.0,9
268,539,1.5,69
268,541,5.0,60
268,551,4.0,153
268,586,2.5,70
268,587,2.5,66
268,588,3.0,25
268,589,4.5,7
268,590,4.0,20
268,592,4.0,16
268,593,5.0,3
268,594,4.0,192
268,595,3.5,37
268,597,2.0,42
268,608,5.0,22
268,648,2.0,34
268,733,3.0,57
268,736,2.5,49
268,750,5.0,119
268,778,5.0,111
268,780,4.0,13
268,788,1.5,177
268,858,4.5,28
268,904,4.0,196
268,912,4.0,101
268,919,4.5,113
268,923,5.0,191
268,924,5.0,90
268,1036,5.0,62
268,1073,5.0,71
268,1079,4.5,164
268,1080,4.5,150
268,1089,5.0,76
268,1097,4.5,47
268,1101,3.5,156
268,1127,4.0,195
268,1136,4.0,44
268,1193,5.0,63
268,1196,5.0,17
268,1197,4.5,48
268,1198,5.0,21
268,1200,5.0,79
268,1206,5.0,93
268,1208,5.0,121
268,1210,4.5,15
268,1213,5.0,83
268,1214,5.0,59
268,1219,5.0,165
268,1220,4.5,162
268,1221,4.5,78
268,1222,3.5,131
268,1225,5.0,151
268,1240,4.0,43
268,1246,3.5,152
268,1258,3.0,114
268,1259,3.5,145
268,1265,3.5,53
268,1270,5.0,27
268,1291,5.0,58
268,1307,2.5,132
268,1356,5.0,171
268,1387,5.0,126
268,1393,4.0,124
268,1517,4.0,128
268,1527,5.0,75
268,1573,2.0,183
268,1580,4.0,36
268,1584,4.0,161
268,1610,4.5,138
268,1617,5.0,82
268,1653,3.5,182
268,1682,5.0,100
268,1704,3.0,72
268,1721,4.0,51
268,1732,4.0,147
268,1784,4.0,135
268,1917,2.0,141
268,1923,4.5,97
268,1961,5.0,96
268,1968,4.0,140
268,2000,3.0,193
268,2011,4.5,169
268,2012,4.0,163
268,2028,4.0,35
268,2115,5.0,139
268,2174,4.0,159
268,2291,4.0,137
268,2324,4.0,187
268,2329,2.0,117
268,2396,4.0,98
268,2502,4.0,157
268,2571,4.5,8
268,2628,2.0,64
268,2683,4.5,94
268,2700,5.0,198
268,2706,4.5,118
268,2710,4.0,173
268,2716,4.0,67
268,2762,4.0,30
268,2791,4.5,175
268,2797,3.5,166
268,2858,3.5,18
268,2916,4.5,146
268,2918,4.0,116
268,2959,5.0,29
268,2987,5.0,134
268,2997,5.0,80
268,3114,4.0,122
268,3147,3.0,142
268,3578,2.5,45
268,3793,4.0,81
268,3897,3.0,184
268,3996,5.0,91
268,4022,4.0,174
268,4027,4.0,168
268,4226,4.0,61
268,4306,3.0,54
268,4878,4.0,178
268,4886,2.5,107
268,4896,4.5,199
